age,allergy_peanut,allergy_cashew,login_30d,view_cashew_30d,view_peanut_30d,click_rec_cashew_30d,click_rec_peanut_30d,purchase_cashew_90d,purchase_peanut_90d,days_since_last_purchase,days_since_last_active,label_confidence,gender_female,gender_male,activity_high,activity_low,activity_moderate,goal_energy,goal_healthy,goal_snack,source_general,source_history,source_questionnaire
37,0,0,7,5,7,3,0,0,2,36,0,0.635,True,False,False,False,True,True,False,False,False,False,True
30,0,0,7,10,12,3,2,0,1,12,2,0.869,True,False,False,True,False,True,False,False,False,False,True
38,0,0,5,5,5,2,2,1,1,15,9,0.689,False,True,False,False,True,False,True,False,False,False,True
20,0,0,6,3,13,1,4,0,2,52,0,0.747,True,False,True,False,False,False,True,False,False,True,False
31,0,0,7,9,4,7,0,0,0,21,4,0.834,False,True,False,True,False,False,True,False,False,False,True
29,0,0,2,5,11,4,4,0,1,41,7,0.646,True,False,False,False,True,False,True,False,False,False,True
40,0,0,9,11,10,2,5,1,0,43,12,0.935,False,True,True,False,False,True,False,False,True,False,False
44,0,0,2,6,11,3,3,1,2,36,15,0.809,False,True,False,False,True,True,False,False,False,False,True
22,0,0,9,11,12,4,4,0,0,36,4,0.872,False,True,True,False,False,True,False,False,False,False,True
26,0,0,6,10,9,6,5,0,1,7,16,0.811,False,True,False,False,True,True,False,False,False,False,True
24,0,0,3,7,5,0,5,0,0,26,13,0.918,True,False,False,True,False,True,False,False,False,False,True
37,0,0,8,9,10,2,3,1,2,43,5,0.912,True,False,True,False,False,True,False,False,False,True,False
36,0,0,5,4,7,2,0,2,0,65,0,0.701,False,True,False,False,True,False,False,True,False,True,False
31,0,0,4,11,5,2,3,0,3,31,12,0.65,True,False,False,False,True,True,False,False,False,False,True
43,0,0,5,5,9,1,2,0,0,22,4,0.625,True,False,False,False,True,False,False,True,False,True,False
21,0,0,4,6,6,4,0,0,0,47,2,0.58,False,True,False,False,True,False,True,False,True,False,False
26,0,0,1,2,7,2,3,4,1,29,0,0.64,False,True,False,True,False,True,False,False,False,True,False
20,0,0,5,7,7,3,2,2,3,47,9,0.824,False,True,True,False,False,True,False,False,False,False,True
35,0,0,4,4,12,0,7,0,2,42,13,0.681,False,True,False,True,False,True,False,False,False,False,True
37,0,0,6,4,0,1,2,1,0,8,10,0.73,True,False,False,False,True,False,False,True,False,False,True
19,0,0,4,5,9,0,2,3,2,40,16,0.95,False,True,False,False,True,True,False,False,False,False,True
27,0,0,6,4,10,4,3,0,1,9,1,0.853,True,False,False,False,True,True,False,False,False,False,True
28,0,0,4,4,11,4,5,1,0,85,1,0.705,True,False,False,True,False,True,False,False,False,False,True
25,0,0,8,14,7,3,0,1,1,17,15,0.817,True,False,True,False,False,True,False,False,False,True,False
17,0,0,7,3,10,1,2,2,0,40,2,0.75,False,True,False,False,True,False,False,True,False,False,True
38,0,0,5,6,5,1,3,1,3,43,5,0.777,True,False,False,False,True,False,False,True,False,False,True
27,0,0,5,5,5,2,0,0,0,42,18,0.744,True,False,False,False,True,True,False,False,False,False,True
41,0,0,8,10,12,6,3,2,0,17,17,0.924,True,False,True,False,False,True,False,False,True,False,False
22,0,0,6,5,2,0,2,0,0,83,9,0.747,True,False,False,False,True,False,False,True,False,False,True
32,0,0,7,9,6,2,4,2,0,28,18,0.721,False,True,False,False,True,True,False,False,True,False,False
45,0,0,5,6,10,4,6,1,1,60,15,0.707,True,False,False,True,False,True,False,False,False,False,True
31,0,0,9,8,9,0,0,1,3,16,7,0.724,False,True,False,False,True,False,True,False,False,True,False
35,0,0,3,10,11,3,2,0,1,64,13,0.795,True,False,False,False,True,True,False,False,False,False,True
45,0,0,3,14,10,2,2,1,0,41,17,0.83,False,True,False,False,True,True,False,False,False,False,True
24,0,0,4,14,8,4,6,2,4,13,0,0.726,False,True,True,False,False,False,True,False,True,False,False
45,0,0,5,6,9,1,1,0,3,25,8,0.95,True,False,True,False,False,True,False,False,False,False,True
38,0,0,8,5,11,5,4,0,0,48,16,0.799,True,False,False,True,False,True,False,False,False,False,True
43,0,1,4,7,7,0,1,0,0,20,13,0.85,False,True,False,False,True,False,True,False,False,False,True
35,0,0,8,7,13,4,2,1,0,0,9,0.95,True,False,True,False,False,True,False,False,False,False,True
25,0,0,5,9,14,2,4,0,0,43,5,0.645,True,False,True,False,False,False,True,False,False,False,True
27,0,0,5,7,9,1,4,2,3,44,7,0.653,True,False,False,False,True,False,False,True,False,False,True
34,1,0,8,9,6,0,2,0,0,34,4,0.85,True,False,True,False,False,False,True,False,True,False,False
41,0,0,3,5,1,1,0,1,0,40,0,0.645,False,True,False,True,False,False,False,True,False,False,True
37,0,0,6,13,6,2,2,0,0,2,2,0.95,False,True,True,False,False,True,False,False,False,True,False
45,0,0,6,4,8,3,2,1,0,52,2,0.764,True,False,True,False,False,True,False,False,False,False,True
45,0,0,8,6,8,2,0,1,0,0,4,0.922,False,True,True,False,False,True,False,False,False,False,True
36,0,0,2,6,9,0,3,0,2,44,16,0.95,True,False,False,True,False,True,False,False,False,False,True
36,0,0,7,9,11,3,5,0,1,29,14,0.61,False,True,True,False,False,True,False,False,False,False,True
27,0,0,7,3,9,1,2,0,3,21,11,0.698,True,False,False,False,True,True,False,False,False,False,True
37,0,0,1,5,6,1,0,0,2,35,7,0.722,True,False,False,True,False,False,True,False,False,False,True
33,0,0,2,3,12,3,3,2,2,10,5,0.695,True,False,False,True,False,False,False,True,True,False,False
24,0,0,4,3,7,3,2,1,0,46,0,0.624,False,True,False,True,False,False,False,True,True,False,False
34,0,0,8,8,4,6,3,1,1,13,0,0.796,False,True,False,True,False,True,False,False,True,False,False
17,0,0,0,8,11,2,3,0,0,64,4,0.899,False,True,False,False,True,True,False,False,False,False,True
23,0,0,7,8,9,0,0,1,0,24,0,0.598,False,True,True,False,False,False,True,False,False,True,False
34,0,0,7,11,3,3,2,0,0,43,7,0.569,True,False,True,False,False,False,True,False,True,False,False
39,0,0,4,5,4,5,0,0,0,28,2,0.73,False,True,False,False,True,True,False,False,False,False,True
44,0,0,2,3,9,0,1,0,0,42,5,0.909,False,True,False,True,False,True,False,False,False,True,False
35,0,0,5,12,12,5,0,0,0,48,3,0.857,False,True,False,False,True,True,False,False,True,False,False
41,0,0,6,11,2,4,0,0,0,31,5,0.602,False,True,True,False,False,False,True,False,False,False,True
41,0,0,1,7,5,1,3,0,3,53,3,0.714,True,False,False,False,True,False,True,False,False,False,True
24,0,0,1,6,5,1,3,0,0,22,7,0.677,False,True,False,False,True,False,True,False,False,False,True
21,0,0,4,4,3,2,0,0,0,49,0,0.655,False,True,False,True,False,False,False,True,False,True,False
22,0,0,5,4,1,4,4,0,0,36,3,0.698,False,True,True,False,False,False,False,True,False,False,True
32,0,0,7,7,9,2,0,0,0,40,5,0.768,True,False,False,False,True,True,False,False,False,True,False
24,1,0,5,3,3,0,1,1,0,38,10,0.85,True,False,False,True,False,False,True,False,False,False,True
22,0,0,7,5,2,3,3,2,2,0,3,0.662,False,True,False,False,True,False,False,True,True,False,False
29,0,0,3,9,3,1,1,0,2,24,5,0.687,False,True,False,False,True,False,True,False,False,True,False
31,0,0,2,4,0,1,1,0,2,28,4,0.598,True,False,False,True,False,False,False,True,False,False,True
24,0,0,5,10,7,1,1,3,2,61,0,0.634,True,False,True,False,False,False,True,False,False,False,True
39,0,0,5,7,10,3,4,0,1,33,2,0.86,False,True,False,False,True,True,False,False,False,False,True
32,0,0,2,10,12,4,5,1,0,33,12,0.743,True,False,False,False,True,False,False,True,False,False,True
21,0,0,6,8,7,3,0,0,1,31,12,0.703,True,False,False,False,True,False,True,False,False,True,False
45,0,0,2,8,9,3,4,1,0,49,13,0.763,True,False,False,True,False,True,False,False,False,False,True
18,1,0,3,6,3,3,1,0,0,31,13,0.85,True,False,False,False,True,False,True,False,False,False,True
27,0,0,4,3,12,0,0,0,0,39,0,0.897,True,False,False,False,True,True,False,False,False,True,False
24,0,0,2,2,4,1,1,1,3,4,3,0.831,True,False,False,True,False,False,True,False,False,False,True
22,0,0,4,0,0,2,0,0,0,0,11,0.711,False,True,False,True,False,False,False,True,False,False,True
20,0,0,3,8,8,4,1,2,1,22,4,0.694,True,False,False,True,False,False,True,False,False,True,False
44,0,0,2,14,9,4,2,0,0,36,5,0.782,True,False,False,False,True,True,False,False,False,False,True
39,0,0,4,2,1,2,0,0,3,6,6,0.792,True,False,False,True,False,False,False,True,True,False,False
24,0,1,1,4,13,2,3,1,0,24,9,0.85,False,True,False,True,False,True,False,False,False,True,False
35,0,0,5,11,3,0,0,0,2,14,6,0.7,False,True,False,True,False,False,True,False,False,True,False
44,0,0,8,11,8,0,0,0,0,29,10,0.799,True,False,False,False,True,False,True,False,False,False,True
27,0,0,1,8,5,0,4,1,0,47,10,0.712,True,False,False,False,True,False,True,False,True,False,False
18,0,0,2,9,7,3,0,1,0,17,7,0.891,False,True,False,False,True,False,True,False,False,False,True
25,0,0,0,4,9,4,4,2,0,17,5,0.917,False,True,False,True,False,False,True,False,True,False,False
19,0,0,2,0,6,1,3,2,0,19,5,0.95,False,True,False,True,False,False,True,False,False,True,False
21,0,0,10,2,1,4,0,0,1,48,13,0.748,False,True,True,False,False,False,False,True,False,False,True
24,0,0,5,8,9,3,7,0,0,27,4,0.705,True,False,False,False,True,True,False,False,False,False,True
33,0,0,6,9,9,4,0,0,0,45,11,0.649,False,True,True,False,False,False,True,False,False,False,True
44,0,0,6,6,7,2,0,0,0,46,6,0.706,False,True,True,False,False,False,True,False,False,False,True
31,0,0,3,3,3,1,1,1,1,28,3,0.908,True,False,False,True,False,False,True,False,True,False,False
30,1,0,2,6,6,1,2,1,0,28,3,0.85,False,True,False,True,False,False,True,False,False,False,True
32,0,0,8,2,8,3,2,0,0,49,19,0.712,True,False,True,False,False,False,False,True,False,False,True
25,0,0,5,1,6,0,2,0,0,49,9,0.801,False,True,True,False,False,False,True,False,False,False,True
30,0,0,9,13,13,7,4,1,0,35,10,0.765,False,True,True,False,False,False,True,False,False,False,True
42,0,0,3,8,7,5,0,1,1,30,0,0.787,True,False,False,True,False,False,True,False,False,False,True
31,0,0,6,11,13,0,0,3,1,12,0,0.678,True,False,True,False,False,True,False,False,False,True,False
42,0,0,6,11,4,3,0,0,0,45,17,0.762,False,True,True,False,False,False,True,False,False,False,True
35,0,0,2,8,7,0,2,0,0,20,9,0.722,False,True,False,False,True,False,True,False,False,False,True
45,0,0,6,7,7,1,0,1,1,29,13,0.79,True,False,False,False,True,False,True,False,False,True,False
32,0,0,8,11,4,3,0,0,2,89,5,0.87,False,True,True,False,False,True,False,False,False,False,True
30,0,0,1,4,7,1,0,2,1,10,4,0.714,False,True,False,True,False,False,True,False,False,False,True
17,0,0,7,7,14,8,3,0,0,0,14,0.823,False,True,False,False,True,True,False,False,False,False,True
37,0,0,6,6,10,4,3,5,0,54,4,0.738,True,False,False,False,True,False,False,True,False,False,True
22,0,0,7,4,10,4,3,1,0,30,0,0.645,False,True,False,False,True,False,False,True,False,False,True
29,0,0,0,4,7,0,0,3,1,51,9,0.698,False,True,False,True,False,False,True,False,True,False,False
38,0,0,9,10,2,1,0,2,0,18,0,0.782,True,False,True,False,False,False,False,True,False,False,True
26,0,0,4,4,11,0,2,1,0,48,2,0.949,False,True,False,True,False,True,False,False,False,True,False
21,0,0,4,4,7,3,4,1,0,48,14,0.853,True,False,False,False,True,True,False,False,False,True,False
45,0,0,2,4,12,4,0,1,0,20,9,0.658,False,True,False,True,False,True,False,False,False,True,False
23,0,0,4,1,0,1,3,0,0,72,9,0.7,True,False,False,True,False,False,False,True,False,False,True
26,0,0,3,8,5,1,0,0,0,30,21,0.861,False,True,False,False,True,False,True,False,True,False,False
38,0,0,8,5,10,0,3,1,3,39,2,0.773,False,True,True,False,False,True,False,False,False,False,True
20,0,1,1,0,5,0,1,1,1,32,0,0.85,True,False,False,True,False,False,False,True,False,False,True
35,0,0,5,6,9,0,0,0,0,37,7,0.657,False,True,False,True,False,True,False,False,False,False,True
20,0,0,5,8,9,2,0,0,0,7,8,0.707,False,True,False,True,False,False,False,True,False,False,True
31,0,0,8,10,7,5,1,0,2,10,4,0.655,True,False,True,False,False,False,False,True,False,True,False
19,0,0,6,6,7,1,0,3,1,64,13,0.776,False,True,False,False,True,False,False,True,False,False,True
38,0,0,2,9,2,0,1,1,0,61,0,0.748,True,False,False,True,False,False,True,False,True,False,False
20,0,0,5,1,5,1,0,0,0,23,9,0.714,True,False,False,True,False,False,False,True,False,False,True
38,0,0,5,4,1,1,0,1,0,33,11,0.683,True,False,False,True,False,False,False,True,False,True,False
34,0,0,3,4,8,2,2,0,1,17,3,0.628,False,True,False,True,False,False,True,False,False,True,False
37,0,0,1,9,3,5,0,3,0,13,8,0.928,True,False,False,False,True,False,True,False,False,True,False
34,0,0,5,2,3,3,1,1,1,43,17,0.795,False,True,False,True,False,False,True,False,False,True,False
18,0,0,3,2,11,0,3,3,0,59,10,0.707,True,False,False,False,True,False,False,True,False,False,True
45,0,0,6,7,6,1,2,0,1,16,7,0.829,True,False,False,False,True,False,True,False,True,False,False
45,0,0,6,4,8,1,3,0,0,41,12,0.769,False,True,False,False,True,False,False,True,False,True,False
26,0,0,1,0,9,1,4,0,2,43,14,0.713,True,False,False,True,False,True,False,False,False,True,False
45,0,0,5,12,10,3,2,0,1,24,4,0.704,False,True,True,False,False,False,True,False,False,False,True
39,0,0,2,6,8,0,2,3,1,41,4,0.7,True,False,False,True,False,False,False,True,False,True,False
41,0,0,8,11,4,1,5,0,1,21,8,0.696,True,False,True,False,False,False,True,False,False,False,True
40,0,0,6,6,11,0,0,1,0,29,5,0.808,False,True,True,False,False,True,False,False,True,False,False
30,0,0,9,7,7,0,1,0,0,78,8,0.741,True,False,True,False,False,False,True,False,False,False,True
29,0,1,5,8,11,0,5,0,3,28,9,0.85,False,True,False,False,True,False,True,False,False,False,True
28,0,0,4,6,6,0,0,1,0,44,9,0.788,False,True,True,False,False,False,False,True,False,False,True
18,0,0,6,0,3,1,1,0,0,46,5,0.746,False,True,False,False,True,False,False,True,False,True,False
39,0,0,5,7,3,4,0,2,2,45,2,0.931,False,True,False,False,True,False,True,False,False,True,False
31,0,0,3,12,6,3,1,4,0,73,4,0.683,True,False,False,True,False,True,False,False,True,False,False
34,0,0,3,1,10,3,1,4,0,0,0,0.654,True,False,False,False,True,True,False,False,False,False,True
45,0,0,2,7,9,2,5,0,0,53,1,0.729,True,False,False,True,False,True,False,False,False,False,True
25,0,0,7,3,0,1,2,0,2,19,11,0.722,True,False,False,False,True,False,False,True,False,False,True
17,0,0,5,1,5,0,2,3,0,0,1,0.778,True,False,False,False,True,False,True,False,False,True,False
19,0,0,4,8,3,5,0,0,0,28,2,0.708,False,True,False,True,False,False,False,True,False,True,False
35,0,0,9,9,5,2,3,0,0,48,0,0.744,True,False,True,False,False,False,True,False,False,False,True
17,0,1,5,8,8,4,3,2,3,29,3,0.85,True,False,True,False,False,True,False,False,True,False,False
30,0,0,3,10,8,0,3,0,0,68,7,0.58,False,True,False,False,True,False,True,False,False,False,True
40,0,0,5,12,13,5,0,0,1,47,2,0.803,True,False,True,False,False,True,False,False,False,True,False
33,0,0,7,2,6,4,3,1,0,21,15,0.589,False,True,False,False,True,False,True,False,False,False,True
18,0,0,5,5,5,3,3,1,0,70,2,0.698,False,True,False,True,False,False,False,True,False,True,False
32,0,0,6,11,5,3,0,2,0,48,10,0.724,False,True,True,False,False,False,True,False,False,False,True
17,0,0,8,2,8,0,1,1,1,55,3,0.708,True,False,True,False,False,False,False,True,True,False,False
17,0,0,2,7,2,3,0,1,0,63,9,0.836,False,True,False,True,False,False,True,False,False,True,False
38,1,0,5,11,5,7,1,2,0,3,0,0.85,False,True,False,False,True,True,False,False,False,True,False
27,0,0,10,7,7,1,3,0,3,51,8,0.95,True,False,True,False,False,True,False,False,False,False,True
43,0,0,1,8,4,5,0,3,0,80,1,0.86,True,False,False,True,False,False,False,True,False,True,False
22,0,0,8,10,8,1,2,2,0,61,13,0.705,False,True,True,False,False,True,False,False,False,False,True
17,0,0,4,13,1,4,4,0,2,55,0,0.775,False,True,False,True,False,False,True,False,False,True,False
27,0,0,4,5,6,4,2,0,0,40,6,0.698,True,False,False,False,True,False,False,True,False,False,True
33,0,0,1,6,9,2,0,1,2,49,0,0.741,False,True,False,True,False,True,False,False,False,False,True
23,0,0,7,8,12,3,8,0,1,47,5,0.718,False,True,False,False,True,True,False,False,False,False,True
21,0,0,8,8,12,2,2,0,0,45,7,0.786,True,False,False,False,True,True,False,False,True,False,False
27,0,0,3,5,4,5,0,1,0,49,14,0.704,True,False,False,True,False,False,True,False,False,False,True
25,0,0,7,7,2,4,2,0,0,41,6,0.691,True,False,False,False,True,False,False,True,False,False,True
33,0,0,8,8,4,3,1,2,0,0,12,0.653,True,False,True,False,False,False,False,True,False,True,False
17,0,0,3,5,3,4,1,1,1,48,8,0.804,False,True,False,True,False,False,False,True,False,False,True
24,0,0,8,3,4,3,0,4,3,73,9,0.751,True,False,True,False,False,False,False,True,False,False,True
41,0,1,8,8,7,0,4,2,0,66,2,0.85,False,True,False,False,True,False,True,False,False,False,True
38,0,0,2,7,6,4,1,0,0,60,0,0.641,False,True,False,True,False,True,False,False,False,False,True
32,0,0,9,6,9,0,0,0,1,34,3,0.589,False,True,True,False,False,False,True,False,False,True,False
18,0,0,5,5,7,0,2,2,0,46,6,0.771,True,False,False,False,True,True,False,False,True,False,False
22,0,0,1,5,7,1,4,0,0,17,7,0.553,True,False,False,True,False,False,False,True,False,False,True
44,0,0,8,12,11,1,4,1,0,3,0,0.687,True,False,True,False,False,False,True,False,False,True,False
18,0,0,0,6,4,1,1,1,1,26,3,0.699,False,True,False,True,False,False,False,True,False,False,True
27,0,0,8,5,0,1,3,0,0,47,4,0.571,True,False,False,True,False,False,False,True,False,False,True
21,0,0,3,1,7,0,3,0,0,35,0,0.733,False,True,False,False,True,False,True,False,True,False,False
33,0,0,4,11,7,0,1,0,1,18,3,0.627,False,True,False,True,False,False,False,True,False,False,True
44,0,0,10,8,7,1,1,0,2,52,12,0.793,False,True,True,False,False,True,False,False,False,True,False
19,0,0,10,3,10,2,3,0,0,40,10,0.95,True,False,True,False,False,True,False,False,False,False,True
45,0,0,7,8,8,0,1,1,0,35,15,0.616,True,False,False,True,False,True,False,False,True,False,False
34,0,0,5,15,5,4,2,1,0,33,7,0.607,True,False,False,False,True,True,False,False,False,False,True
33,0,0,4,0,9,2,2,1,1,10,17,0.625,True,False,False,True,False,False,False,True,False,True,False
18,0,0,3,11,7,5,7,1,1,22,4,0.819,False,True,False,True,False,False,False,True,False,False,True
20,0,1,5,3,3,2,3,0,1,27,11,0.85,True,False,False,True,False,True,False,False,False,False,True
29,0,0,5,8,3,0,0,2,2,33,2,0.844,True,False,False,False,True,False,False,True,False,True,False
38,0,0,4,8,12,5,4,1,0,63,9,0.718,True,False,False,False,True,True,False,False,False,False,True
24,0,0,2,5,10,0,3,0,2,28,1,0.655,True,False,False,False,True,False,False,True,False,False,True
24,1,0,4,4,5,4,0,0,1,27,9,0.85,True,False,False,False,True,False,True,False,False,False,True
22,0,0,4,10,12,0,4,3,0,33,5,0.795,False,True,True,False,False,True,False,False,False,False,True
24,0,0,2,5,11,0,3,1,0,24,9,0.637,False,True,False,False,True,True,False,False,False,True,False
43,0,0,6,14,5,3,0,0,0,46,11,0.81,False,True,False,False,True,False,True,False,True,False,False
19,0,0,3,2,7,1,4,0,0,42,1,0.811,False,True,False,True,False,False,False,True,False,True,False
33,0,0,7,8,3,2,0,1,0,20,0,0.63,False,True,False,True,False,False,False,True,False,True,False
21,1,0,4,4,7,5,2,1,0,33,11,0.85,True,False,False,True,False,True,False,False,False,True,False
35,0,1,4,10,11,4,3,2,0,35,11,0.85,True,False,False,False,True,True,False,False,False,False,True
24,0,0,3,4,6,1,3,3,1,24,9,0.845,True,False,False,True,False,False,True,False,False,True,False
32,1,0,5,4,7,1,3,2,1,34,0,0.85,True,False,False,False,True,False,False,True,False,True,False
28,1,0,5,9,2,0,0,0,1,29,7,0.85,True,False,False,False,True,False,True,False,True,False,False
29,0,0,7,4,10,3,0,2,1,29,6,0.769,True,False,True,False,False,False,False,True,False,True,False
41,0,0,4,6,4,0,1,1,0,15,9,0.798,True,False,True,False,False,False,False,True,False,False,True
27,0,0,5,8,11,0,0,0,0,1,9,0.751,False,True,True,False,False,True,False,False,False,False,True
44,0,0,3,6,9,0,4,2,2,38,14,0.78,False,True,False,False,True,False,True,False,False,False,True
28,0,0,7,2,8,3,0,2,0,18,6,0.693,True,False,False,False,True,True,False,False,False,False,True
30,0,0,7,4,14,0,4,0,0,28,24,0.849,True,False,True,False,False,True,False,False,True,False,False
36,0,0,3,4,6,0,2,1,1,32,13,0.713,True,False,False,False,True,False,False,True,False,False,True
22,0,0,3,3,11,0,0,4,1,49,17,0.582,True,False,False,True,False,False,True,False,True,False,False
31,0,1,9,10,13,5,3,1,3,17,19,0.85,False,True,True,False,False,False,True,False,False,False,True
26,0,0,7,9,9,5,2,2,0,13,14,0.623,True,False,False,False,True,True,False,False,True,False,False
38,0,0,3,0,10,0,2,1,0,15,6,0.831,True,False,False,False,True,True,False,False,False,True,False
34,0,0,6,8,9,1,1,0,0,38,4,0.719,False,True,True,False,False,False,True,False,False,False,True
36,0,0,8,9,9,0,1,2,1,31,17,0.786,False,True,False,False,True,True,False,False,False,True,False
36,1,0,6,6,10,2,3,3,1,72,4,0.85,False,True,True,False,False,True,False,False,True,False,False
32,0,0,5,1,13,0,3,0,2,41,14,0.814,False,True,False,False,True,True,False,False,False,False,True
42,0,0,4,6,10,0,2,1,0,38,19,0.666,False,True,False,False,True,True,False,False,False,False,True
44,0,0,7,9,10,0,3,0,2,48,8,0.95,True,False,True,False,False,True,False,False,False,True,False
19,0,0,4,6,3,2,1,1,0,50,0,0.642,False,True,False,True,False,False,True,False,True,False,False
25,0,0,1,4,0,2,2,0,1,50,7,0.901,False,True,False,True,False,False,True,False,False,False,True
22,0,0,6,10,7,0,0,0,2,11,5,0.911,True,False,False,False,True,True,False,False,False,False,True
27,0,0,7,7,9,4,0,0,2,56,8,0.725,False,True,False,False,True,False,True,False,False,True,False
29,0,0,3,6,7,1,3,1,0,44,3,0.7,False,True,False,False,True,False,False,True,False,False,True
19,0,0,4,4,3,0,2,0,0,34,6,0.673,False,True,False,True,False,False,False,True,True,False,False
44,0,0,3,7,5,1,3,1,0,32,12,0.737,True,False,False,True,False,False,False,True,False,False,True
45,0,0,5,13,7,6,2,0,0,39,0,0.751,False,True,False,False,True,False,True,False,True,False,False
24,0,0,2,6,12,2,3,2,0,42,7,0.609,True,False,False,True,False,True,False,False,False,True,False
30,1,0,10,5,13,5,4,1,1,35,13,0.85,True,False,False,True,False,True,False,False,False,True,False
33,0,0,3,6,8,1,2,2,0,75,3,0.738,False,True,False,True,False,True,False,False,False,False,True
28,0,0,5,7,5,1,4,1,0,18,16,0.688,True,False,False,True,False,False,True,False,False,False,True
24,0,0,6,3,5,2,3,0,0,38,0,0.774,True,False,False,False,True,False,True,False,False,True,False
18,1,0,5,7,11,5,3,1,0,17,14,0.85,True,False,False,True,False,True,False,False,False,False,True
42,0,0,7,5,6,0,2,1,3,0,0,0.95,False,True,False,False,True,True,False,False,False,False,True
36,0,0,6,3,10,0,2,0,1,19,12,0.812,True,False,True,False,False,False,False,True,False,False,True
21,0,0,6,6,9,1,0,1,0,48,6,0.614,False,True,True,False,False,False,False,True,False,True,False
38,0,0,6,8,5,3,3,0,1,0,0,0.782,False,True,False,False,True,False,True,False,False,False,True
43,0,0,2,7,5,2,1,0,0,48,16,0.893,True,False,False,True,False,False,True,False,False,True,False
25,0,0,4,7,6,3,4,2,0,14,2,0.698,True,False,False,False,True,True,False,False,False,True,False
23,0,0,3,7,4,1,1,1,1,85,17,0.71,False,True,False,True,False,False,True,False,False,False,True
22,0,0,3,8,6,1,0,0,0,55,9,0.651,False,True,False,False,True,True,False,False,False,False,True
34,0,0,4,0,3,0,2,1,0,21,0,0.748,False,True,False,False,True,False,False,True,False,False,True
40,0,0,5,4,11,1,2,2,0,60,3,0.698,False,True,False,True,False,True,False,False,False,True,False
21,0,0,7,9,9,2,0,0,2,0,8,0.704,False,True,True,False,False,False,True,False,False,True,False
45,0,0,3,7,6,5,2,0,0,49,9,0.648,True,False,False,True,False,False,True,False,False,False,True
39,0,0,5,12,7,6,0,1,1,47,0,0.777,True,False,False,False,True,True,False,False,False,True,False
32,0,0,2,9,3,1,0,0,1,0,0,0.618,True,False,False,True,False,False,True,False,False,False,True
30,0,1,7,8,6,0,1,0,0,32,3,0.85,False,True,False,False,True,False,True,False,False,False,True
21,0,0,8,0,7,2,3,0,0,38,11,0.726,False,True,True,False,False,False,True,False,False,False,True
25,0,0,10,7,10,0,0,0,0,46,0,0.816,False,True,False,False,True,True,False,False,False,False,True
40,0,0,5,7,7,1,4,1,0,18,2,0.812,False,True,False,False,True,True,False,False,False,False,True
26,0,0,4,8,4,5,0,0,0,20,13,0.731,True,False,False,True,False,False,False,True,False,True,False
27,0,0,7,11,11,3,2,3,0,56,8,0.836,True,False,True,False,False,False,True,False,False,False,True
31,0,0,5,7,7,2,1,0,1,63,8,0.865,True,False,True,False,False,True,False,False,False,False,True
37,0,0,5,2,8,0,1,2,0,36,5,0.637,True,False,False,False,True,False,True,False,False,False,True
27,0,0,5,6,9,0,7,0,1,62,8,0.862,True,False,False,False,True,False,True,False,False,True,False
30,0,0,10,3,7,1,2,0,0,16,11,0.791,False,True,True,False,False,False,False,True,False,False,True
34,0,0,7,6,7,3,1,2,1,51,9,0.559,False,True,True,False,False,False,True,False,False,True,False
31,0,0,7,6,7,1,2,0,3,32,6,0.808,False,True,True,False,False,True,False,False,False,False,True
37,1,0,4,8,6,1,3,0,0,18,0,0.85,True,False,False,False,True,True,False,False,False,False,True
21,0,0,4,4,10,2,5,1,0,87,10,0.796,True,False,False,True,False,True,False,False,False,True,False
45,0,0,5,7,8,1,0,2,2,4,12,0.704,True,False,False,False,True,True,False,False,False,True,False
26,0,0,6,6,17,0,6,0,4,41,10,0.734,True,False,False,False,True,True,False,False,False,False,True
28,0,0,5,6,8,1,4,0,1,39,9,0.925,False,True,False,True,False,False,True,False,False,False,True
24,0,0,4,5,7,1,4,0,0,41,12,0.647,True,False,False,True,False,False,True,False,False,False,True
39,0,0,1,8,3,3,2,0,1,55,6,0.722,True,False,False,False,True,False,True,False,False,True,False
23,0,0,4,4,6,0,2,0,0,17,8,0.588,True,False,False,False,True,False,True,False,True,False,False
29,0,0,6,8,5,0,0,0,1,38,17,0.665,True,False,False,True,False,False,True,False,False,False,True
20,0,0,8,6,7,0,3,1,0,17,10,0.724,False,True,False,False,True,False,False,True,False,False,True
44,0,0,4,4,6,0,2,2,1,36,3,0.587,False,True,False,True,False,False,False,True,False,True,False
20,1,0,3,9,11,1,2,3,4,55,16,0.85,True,False,False,False,True,True,False,False,False,False,True
27,0,0,4,3,9,1,3,1,0,52,9,0.779,True,False,False,False,True,False,True,False,False,False,True
44,0,0,5,3,7,0,0,1,1,45,5,0.894,True,False,False,False,True,False,False,True,False,False,True
34,0,0,1,3,9,0,3,2,2,53,15,0.717,True,False,False,True,False,False,False,True,False,False,True
17,0,0,6,7,9,4,2,0,0,40,7,0.586,True,False,False,False,True,False,False,True,False,False,True
25,1,0,6,9,8,0,1,1,2,58,19,0.85,True,False,True,False,False,False,True,False,False,False,True
35,0,0,5,8,7,1,6,0,0,43,0,0.741,False,True,False,False,True,False,False,True,False,False,True
30,0,0,11,5,5,1,4,1,2,49,2,0.816,True,False,True,False,False,True,False,False,False,False,True
44,1,0,4,9,2,3,1,2,2,36,3,0.85,True,False,False,False,True,False,False,True,False,True,False
